pid,country,name_2,coral_prop,forest,beach,mangrove,wildlife,ruins,roads,develop,pa_min_dist
5492,Mexico,NA,0,1,0,0,0,0,0,0,27318.14575116165
5493,Mexico,NA,0,1,0,0,0,0,0,0,34799.86290120791
5494,Mexico,NA,0,1,0,0,0,0,1,1,35520.327584299535
5495,Mexico,NA,0,1,0,0,0,0,0,0,35485.06482309672
5496,Mexico,NA,0,1,0,0,0,0,0,0,29651.028366089453
5497,Mexico,NA,0,1,0,1,0,0,0,0,21993.060034149523
5498,Mexico,NA,0,1,0,1,1,0,0,0,8295.970143456698
5499,Mexico,NA,0,0,0,0,0,0,0,0,34080.79656101602
5500,Mexico,NA,0,0,0,0,0,0,0,0,37479.69423154621
5501,Mexico,NA,0,0,0,0,0,0,0,0,45625.62024313964
5502,Mexico,NA,0,0,0,0,0,0,0,0,53932.05879115185
5503,Honduras,NA,0,1,0,0,0,0,0,0,47524.70881941324
5504,Honduras,NA,0,1,0,0,0,0,0,0,40566.47508883328
5505,Honduras,NA,0,1,0,0,0,0,0,0,34352.085531529585
5506,Honduras,NA,0,1,0,0,0,0,0,0,29355.083332370818
5507,Honduras,NA,0,1,0,0,0,0,0,0,26332.034758734662
5508,Honduras,NA,0.8964365256124721,1,1,1,0,0,0,0,25777.49947644936
5509,Honduras,NA,0,0,0,0,0,0,0,0,27315.46478358509
5510,Honduras,NA,1,0,0,0,0,0,0,0,31269.629889527492
5511,Honduras,NA,0,0,0,0,0,0,0,0,36870.650801319935
5512,Honduras,NA,0,0,0,0,0,0,0,0,43486.77991755289
5513,Honduras,NA,0,0,0,0,0,0,0,0,50722.33398299496
5514,Honduras,NA,0,0,0,0,0,0,0,0,58228.06560290409
5515,Honduras,NA,0,0,0,0,0,0,0,0,65933.0172291617
5516,Honduras,NA,0,0,0,0,0,0,0,0,69227.78648413064
5517,Belize,NA,0,0,0,0,0,0,0,0,74585.5489407567
5518,Mexico,NA,0,0,0,0,0,0,0,0,70410.89069041007
5519,Mexico,NA,0,0,0,0,0,0,0,0,67099.79839641647
5520,Mexico,NA,0,0,0,0,0,0,0,0,64784.81582795899
5521,Mexico,NA,0,0,0,0,0,0,0,0,63574.85178028726
5522,Mexico,NA,0,0,0,0,0,0,0,0,63415.72930722661
5523,Mexico,NA,0,0,0,0,0,0,0,0,61373.2811219216
5524,Mexico,NA,0,0,0,0,0,0,0,0,56412.65794284862
5525,Mexico,NA,0,0,0,0,0,0,0,0,52422.28835794165
5526,Mexico,NA,1,0,0,0,0,0,0,0,49636.72689843182
5527,Mexico,NA,0.9666920925502162,0,0,0,0,0,0,0,48265.028723660675
5528,Mexico,NA,0,0,0,0,0,0,0,0,48200.81491046992
5529,Mexico,NA,0,0,0,0,0,0,0,0,49386.50522703217
5530,Mexico,NA,0,0,0,0,0,0,0,0,52007.06912570584
5531,Mexico,NA,0,0,0,0,0,0,0,0,55860.930707895976
5532,Mexico,NA,0,0,0,0,0,0,0,0,60713.68807821395
5533,Mexico,NA,0,0,0,0,0,0,0,0,66346.51656692379
5534,Mexico,NA,0,0,0,0,0,0,0,0,65483.77729046189
5535,Mexico,NA,0,0,0,0,0,0,0,0,57740.0788627285
5536,Mexico,NA,0,0,0,0,0,0,0,0,50219.28391612616
5537,Mexico,NA,0,0,0,0,0,0,0,0,42927.60603282052
5538,Mexico,NA,0,0,0,0,0,0,0,0,36243.219759787135
5539,Mexico,NA,0,0,0,0,0,0,0,0,30567.345278965324
5540,Mexico,NA,0,0,0,0,0,0,0,0,26554.73999591429
5541,Mexico,NA,0,0,0,0,0,0,0,0,25018.909550535078
5542,Mexico,NA,0,0,0,0,0,0,0,0,25621.740397480527
5543,Mexico,NA,0,0,0,0,0,0,0,0,28762.21827055659
5544,Mexico,NA,0,0,0,0,0,0,0,0,32537.68205857522
5545,Mexico,NA,0,0,0,0,0,0,0,0,25230.822560779394
5546,Mexico,NA,0,0,0,0,0,0,0,0,19052.919283545543
5547,Mexico,NA,0,0,0,0,0,0,0,0,15473.624635391954
5548,Mexico,NA,0,0,0,0,0,0,0,0,15504.1696578091
5549,Mexico,NA,0,0,0,0,0,0,0,0,17925.454285831584
5550,Mexico,NA,0.9550807997808819,1,1,1,0,0,1,1,10619.811565317303
5551,Mexico,NA,0,1,0,0,0,0,0,0,6964.219495932279
5552,Mexico,NA,0,1,0,0,0,0,0,0,9469.367090112888
5553,Mexico,NA,0,1,0,0,0,0,1,0,15747.609522052679
5554,Mexico,NA,0,1,0,0,0,0,0,0,22322.723223241323
5555,Mexico,NA,0,1,0,0,0,0,0,0,29800.223871013008
5556,Mexico,NA,0,1,0,0,0,0,1,1,33714.227833196855
5557,Mexico,NA,0,1,0,0,0,0,0,0,32884.47959093119
5558,Mexico,NA,0,1,0,0,0,0,0,0,33621.26622983215
5559,Mexico,NA,0,1,0,0,0,0,0,0,26705.684325439335
5560,Mexico,NA,0,1,0,0,0,0,0,0,22690.326137638654
5561,Mexico,NA,0,1,0,0,0,0,0,0,12756.328033781663
5562,Mexico,NA,0,0,0,0,0,0,0,0,34731.277089933465
5563,Mexico,NA,0,0,0,0,0,0,0,0,42436.557380424216
5564,Mexico,NA,0,0,0,0,0,0,0,0,50525.549429798804
5565,Mexico,NA,0,0,0,0,0,0,0,0,58777.55428787453
5566,Honduras,NA,0,1,0,0,0,0,0,0,45498.30401854736
5567,Honduras,NA,0,1,0,0,0,0,0,0,39123.02889722084
5568,Honduras,NA,0,1,0,0,0,0,1,1,33723.38249905608
5569,Honduras,NA,0,1,0,0,0,0,0,0,29898.522777261802
5570,Honduras,NA,0,1,0,0,0,0,0,1,28294.46591380062
5571,Honduras,NA,1,0,0,0,0,0,0,0,28664.965132902504
5572,Honduras,NA,0,0,0,0,0,0,0,0,31278.352948249732
5573,Honduras,NA,1,0,0,0,0,0,0,0,35846.76415299068
5574,Honduras,NA,1,0,0,0,0,0,0,0,41733.02813509875
5575,Honduras,NA,0,0,0,0,0,0,0,0,48459.269231075
5576,Honduras,NA,0,0,0,0,0,0,0,0,55722.131254059015
5577,Honduras,NA,0,0,0,0,0,0,0,0,63227.4336871925
5578,Honduras,NA,0,0,0,0,0,0,0,0,66221.40162579334
5579,Mexico,NA,0,0,0,0,0,0,0,0,70954.67521893133
5580,Mexico,NA,0,0,0,0,0,0,0,0,68222.10310776821
5581,Mexico,NA,0,0,0,0,0,0,0,0,66512.74140696456
5582,Mexico,NA,0,0,0,0,0,0,0,0,65906.25301511817
5583,Mexico,NA,0,0,0,0,0,0,0,0,66045.76341562245
5584,Mexico,NA,0,0,0,0,0,0,0,0,60850.235871842735
5585,Mexico,NA,0,0,0,0,0,0,0,0,56510.70293462268
5586,Mexico,NA,0,0,0,0,0,0,0,0,53236.90342865037
5587,Mexico,NA,0,0,0,0,0,0,0,0,51233.545916497416
5588,Mexico,NA,0,0,0,0,0,0,0,0,50643.47994703698
5589,Mexico,NA,0,0,0,0,0,0,0,0,51082.18992977645
5590,Mexico,NA,0,0,0,0,0,0,0,0,52915.95665324447
5591,Mexico,NA,0,0,0,0,0,0,0,0,56042.90150442167
5592,Mexico,NA,0,0,0,0,0,0,0,0,60262.05397711489
5593,Mexico,NA,0,0,0,0,0,0,0,0,65362.24820220834
5594,Mexico,NA,0,0,0,0,0,0,0,0,70465.01207967036
5595,Mexico,NA,0,0,0,0,0,0,0,0,62738.42161096651
5596,Mexico,NA,0,0,0,0,0,0,0,0,55219.28391612584
5597,Mexico,NA,0,0,0,0,0,0,0,0,47905.86810475689
5598,Mexico,NA,0,0,0,0,0,0,0,0,41118.89854698737
5599,Mexico,NA,0,0,0,0,0,0,0,0,35164.69019577314
5600,Mexico,NA,0,0,0,0,0,0,0,0,30534.358604887497
5601,Mexico,NA,0,0,0,0,0,0,0,0,27895.137107730756
5602,Mexico,NA,0,0,0,0,0,0,0,0,27543.899871972397
5603,Mexico,NA,0,0,0,0,0,0,0,0,29231.114227897942
5604,Mexico,NA,0,0,0,0,0,0,0,0,33170.01142374848
5605,Mexico,NA,0,0,0,0,0,0,0,0,30198.861363954416
5606,Mexico,NA,0,0,0,0,0,0,0,0,23735.849548963553
5607,Mexico,NA,0,0,0,0,0,0,0,0,19099.996857140224
5608,Mexico,NA,0,0,0,0,0,0,0,0,17717.29673032227
5609,Mexico,NA,0,0,0,0,0,0,0,0,19161.822029640683
5610,Mexico,NA,0,0,0,0,0,0,0,0,12925.454285830758
5611,Mexico,NA,0.9209889814565977,1,1,1,0,0,1,0,5790.151537268814
5612,Mexico,NA,0,1,0,0,0,0,0,0,4927.601950881131
5613,Mexico,NA,0,1,0,0,0,0,0,1,11180.791138318897
5614,Mexico,NA,0,1,0,0,0,0,0,0,17329.94105359547
5615,Mexico,NA,0,1,0,0,0,0,0,0,24800.73038404725
5616,Mexico,NA,0,1,0,0,0,0,0,0,30070.562091970347
5617,Mexico,NA,0,1,0,0,0,0,1,1,30542.574806107357
5618,Mexico,NA,0,1,0,0,0,0,0,0,30501.557822347724
5619,Mexico,NA,0,1,0,0,0,0,0,0,31703.450104680156
5620,Mexico,NA,0,1,0,0,0,0,0,0,24227.331612099882
5621,Mexico,NA,0,0,0,0,0,0,0,0,36306.62059114996
5622,Mexico,NA,0,0,0,0,0,0,0,0,39623.548327136145
5623,Mexico,NA,0,0,0,0,0,0,0,0,47402.48226531927
5624,Mexico,NA,0,0,0,0,0,0,0,0,55443.35007730734
5625,Honduras,NA,0,1,0,0,0,0,0,0,47696.48596013194
5626,Honduras,NA,0,1,0,0,0,0,0,0,41453.640355684816
5627,Honduras,NA,0,1,0,0,0,0,0,0,36219.52269884249
5628,Honduras,NA,0,1,0,0,0,0,0,1,32485.432894228426
5629,Honduras,NA,0,1,0,0,0,0,0,1,30801.83235002274
5630,Honduras,NA,0.9081330260125123,1,1,0,0,0,0,0,30777.03422680187
5631,Honduras,NA,0,0,0,0,0,0,0,0,32076.174536290877
5632,Honduras,NA,1,0,0,0,0,0,0,0,35504.029489164095
5633,Honduras,NA,1,0,0,0,0,0,0,0,40523.95892619847
5634,Honduras,NA,0,0,0,0,0,0,0,0,46624.52556473877
5635,Honduras,NA,0,0,0,0,0,0,0,0,53436.89288517708
5636,Honduras,NA,0,0,0,0,0,0,0,0,60721.96191088292
5637,Honduras,NA,0,0,0,0,0,0,0,0,63467.012258941475
5638,Honduras,NA,0,0,0,0,0,0,0,0,64288.8212889746
5639,Mexico,NA,0,0,0,0,0,0,0,0,71843.1509820622
5640,Mexico,NA,0,0,0,0,0,0,0,0,69685.9222515863
5641,Mexico,NA,0,0,0,0,0,0,0,0,68562.50562134628
5642,Mexico,NA,0,0,0,0,0,0,0,0,68414.98462879982
5643,Mexico,NA,0,0,0,0,0,0,0,0,65369.06328792525
5644,Mexico,NA,0,0,0,0,0,0,0,0,60735.67959319466
5645,Mexico,NA,0,0,0,0,0,0,0,0,57048.497930737285
5646,Mexico,NA,0,0,0,0,0,0,0,0,54499.90327202319
5647,Mexico,NA,0,0,0,0,0,0,0,0,53253.61769087613
5648,Mexico,NA,0,0,0,0,0,0,0,0,53195.42609570597
5649,Mexico,NA,0,0,0,0,0,0,0,0,54272.10791935383
5650,Mexico,NA,0,0,0,0,0,0,0,0,56667.18661197507
5651,Mexico,NA,0,0,0,0,0,0,0,0,60223.569962454516
5652,Mexico,NA,0,0,0,0,0,0,0,0,64750.18702312001
5653,Mexico,NA,0,0,0,0,0,0,0,0,70059.2253742175
5654,Mexico,NA,0,0,0,0,0,0,0,0,67737.00897881907
5655,Mexico,NA,0,0,0,0,0,0,0,0,60219.28391612491
5656,Mexico,NA,0,0,0,0,0,0,0,0,52888.23156460779
5657,Mexico,NA,0,0,0,0,0,0,0,0,46021.26309521242
5658,Mexico,NA,0,0,0,0,0,0,0,0,39859.10530513683
5659,Mexico,NA,0,0,0,0,0,0,0,0,34778.44008251573
5660,Mexico,NA,0,0,0,0,0,0,0,0,31310.246141165313
5661,Mexico,NA,0,0,0,0,0,0,0,0,30018.713034829445
5662,Mexico,NA,0,0,0,0,0,0,0,0,30522.95657641447
5663,Mexico,NA,0,0,0,0,0,0,0,0,33203.049513754755
5664,Mexico,NA,0,0,0,0,0,0,0,0,35175.95838445796
5665,Mexico,NA,0,0,0,0,0,0,0,0,28526.608182480075
5666,Mexico,NA,0,0,0,0,0,0,0,0,23241.916885845003
5667,Mexico,NA,0,0,0,0,0,0,0,0,20410.92909840805
5668,Mexico,NA,0,0,0,0,0,0,0,0,20434.095137326953
5669,Mexico,NA,0,0,0,0,0,0,0,0,15874.981653562982
5670,Mexico,NA,0,0,0,0,0,0,0,0,7925.45428583145
5671,Mexico,NA,0.6825396825396826,1,0,1,0,0,1,0,1964.2194959305473
5672,Mexico,NA,0,1,0,0,0,0,0,1,6538.765210099949
5673,Mexico,NA,0,1,0,0,0,0,1,0,12343.003756815111
5674,Mexico,NA,0,1,0,0,0,0,0,0,19801.49268115557
5675,Mexico,NA,0,1,0,0,0,0,0,0,26653.732951458438
5676,Mexico,NA,0,1,0,0,0,0,1,0,28858.349961136526
5677,Mexico,NA,0,1,0,0,0,0,0,0,27884.4795909315
5678,Mexico,NA,0,1,0,0,0,0,0,0,28749.691250306227
5679,Mexico,NA,0,1,0,0,0,0,0,0,29197.152626545412
5680,Mexico,NA,0,1,0,0,0,0,0,0,22930.400759624386
5681,Mexico,NA,0,0,0,0,1,0,0,0,37117.41281940286
5682,Mexico,NA,0,0,0,0,0,0,0,0,44622.410341047034
5683,Mexico,NA,0,0,0,0,0,0,0,0,52374.89138438169
5684,Mexico,NA,0,0,0,0,0,0,0,0,60374.65519907125
5685,Honduras,NA,0,1,0,0,0,0,0,0,42783.64080936017
5686,Honduras,NA,0,1,0,0,0,0,0,0,36727.23031618232
5687,Honduras,NA,0,1,0,0,0,0,1,1,31895.75163703322
5688,Honduras,NA,0,1,0,0,0,0,0,0,28910.006888355747
5689,Honduras,NA,0,1,0,0,0,0,0,0,28247.92298747053
5690,Honduras,NA,1,0,0,0,0,0,0,0,29437.012551217336
5691,Honduras,NA,0,0,0,0,0,0,0,0,32939.144398936376
5692,Honduras,NA,1,0,0,0,0,0,0,0,38123.96568469097
5693,Honduras,NA,0,0,0,0,0,0,0,0,44252.50749077282
5694,Honduras,NA,0,0,0,0,0,0,0,0,50893.63710008784
5695,Honduras,NA,0,0,0,0,0,0,0,0,58069.27049076854
5696,Honduras,NA,0,0,0,0,0,0,0,0,60943.38787667904
5697,Honduras,NA,0,0,0,0,0,0,0,0,61244.103018313115
5698,Mexico,NA,0,0,0,0,0,0,0,0,71470.27471376702
5699,Mexico,NA,0,0,0,0,0,0,0,0,70906.20272362842
5700,Mexico,NA,0,0,0,0,0,0,0,0,69953.39637660793
5701,Mexico,NA,0,0,0,0,0,0,0,0,65070.623211469894
5702,Mexico,NA,0,0,0,0,0,0,0,0,61031.91251825206
5703,Mexico,NA,0,0,0,0,0,0,0,0,58013.81461463985
5704,Mexico,NA,0,0,0,0,0,0,0,0,56181.05576302558
5705,Mexico,NA,0,0,0,0,0,0,0,0,55643.47994703644
5706,Mexico,NA,0,0,0,0,0,0,0,0,56043.06315229477
5707,Mexico,NA,0,0,0,0,0,0,0,0,57719.43579071403
5708,Mexico,NA,0,0,0,0,0,0,0,0,60599.0231646086
5709,Mexico,NA,0,0,0,0,0,0,0,0,64520.92644259548
5710,Mexico,NA,0,0,0,0,0,0,0,0,69308.4287047208
5711,Mexico,NA,0,0,0,0,0,0,0,0,72735.79053366874
5712,Mexico,NA,0,0,0,0,0,0,0,0,65219.283916125234
5713,Mexico,NA,0,0,0,0,0,0,0,0,57873.637151926676
5714,Mexico,NA,0,0,0,0,0,0,0,0,50942.60982753061
5715,Mexico,NA,0,0,0,0,0,0,0,0,44619.96318787273
5716,Mexico,NA,0,0,0,0,0,0,0,0,39201.182810399296
5717,Mexico,NA,0,0,0,0,0,0,0,0,35107.32619527694
5718,Mexico,NA,0,0,0,0,0,0,0,0,32837.72177585977
5719,Mexico,NA,0,0,0,0,0,0,0,0,32539.87887695562
5720,Mexico,NA,0,0,0,0,0,0,0,0,33979.92548806031
5721,Mexico,NA,0,0,0,0,0,0,0,0,37422.2788592746
5722,Mexico,NA,0,0,0,0,0,0,0,0,33378.79858506757
5723,Mexico,NA,0,0,0,0,0,0,0,0,27668.818570986987
5724,Mexico,NA,0,0,0,0,0,0,0,0,23811.401622877656
5725,Mexico,NA,0,0,0,0,0,0,0,0,22717.296730322563
5726,Mexico,NA,0,0,0,0,0,0,0,0,19662.842887028717
5727,Mexico,NA,0,0,0,0,0,0,0,0,11079.733735187256
5728,Mexico,NA,0.8836734693877552,1,0,1,0,0,0,0,2925.454285831165
5729,Mexico,NA,0,1,0,0,0,1,1,1,1538.7652100994812
5730,Mexico,NA,0,1,0,0,0,0,1,1,7373.779665845205
5731,Mexico,NA,0,1,0,0,0,0,0,0,14802.76991720083
5732,Mexico,NA,0,1,0,0,0,0,0,0,22791.19925901083
5733,Mexico,NA,0,1,0,0,0,0,1,0,25322.012389806216
5734,Mexico,NA,0,1,0,0,0,0,1,1,25573.503472878616
5735,Mexico,NA,0,1,0,0,0,0,0,1,25524.502613778168
5736,Mexico,NA,0,1,0,0,0,0,0,0,27798.28168045387
5737,Mexico,NA,0,1,0,0,0,0,0,0,27138.235270945825
5738,Mexico,NA,0,1,0,0,0,0,0,0,23804.387061296715
5739,Mexico,NA,0,0,0,0,1,0,0,0,39046.9269056591
5740,Mexico,NA,0,0,0,0,0,0,0,0,42116.93551313795
5741,Mexico,NA,0,0,0,0,0,0,0,0,49621.50166265239
5742,Mexico,NA,0,0,0,0,0,0,0,0,57352.09821913721
5743,Honduras,NA,0,1,0,0,0,0,0,0,44637.15428956365
5744,Honduras,NA,0,1,0,0,0,0,0,0,37893.60195156715
5745,Honduras,NA,0,1,0,0,0,0,0,0,32083.868137387337
5746,Honduras,NA,0,1,0,0,0,0,1,1,27799.71439512872
5747,Honduras,NA,0,1,0,0,0,0,0,0,25812.277044930346
5748,Honduras,NA,0.9602454301418893,1,1,0,0,0,0,0,26049.440111190346
5749,Honduras,NA,0,0,0,0,0,0,0,0,28670.940966419737
5750,Honduras,NA,1,0,0,0,0,0,0,0,33398.68832294717
5751,Honduras,NA,1,0,0,0,0,0,0,0,39405.727953634865
5752,Honduras,NA,0,0,0,0,1,0,0,0,45931.35392746927
5753,Honduras,NA,0,0,0,0,0,0,0,0,53071.34020980715
5754,Honduras,NA,0,0,0,0,0,0,0,0,58582.99384528967
5755,Honduras,NA,0,0,0,0,0,0,0,0,58469.03254125295
5756,Honduras,NA,0,0,0,0,0,0,0,0,59360.076347313734
5757,Mexico,NA,0,0,0,0,0,0,0,0,73551.83597483276
5758,Mexico,NA,0,0,0,0,0,0,0,0,73414.341377898
5759,Mexico,NA,0,0,0,0,0,0,0,0,69494.95833951658
5760,Mexico,NA,0,0,0,0,0,0,0,0,65155.641161127154
5761,Mexico,NA,0,0,0,0,0,0,0,0,61733.02127406219
5762,Mexico,NA,0,0,0,0,0,0,0,0,59385.80854152126
5763,Mexico,NA,0,0,0,0,0,0,0,0,58244.16362723888
5764,Mexico,NA,0,0,0,0,0,0,0,0,58190.962846254064
5765,Mexico,NA,0,0,0,0,0,0,0,0,59176.823989467346
5766,Mexico,NA,0,0,0,0,0,0,0,0,61380.81815996557
5767,Mexico,NA,0,0,0,0,0,0,0,0,64678.53723216889
5768,Mexico,NA,0,0,0,0,0,0,0,0,68913.14474756768
5769,Mexico,NA,0,0,0,0,0,0,0,0,73923.8111808745
5770,Mexico,NA,0,0,0,0,0,0,0,0,70219.28391612553
5771,Mexico,NA,0,0,0,0,0,0,0,0,62861.361076212976
5772,Mexico,NA,0,0,0,0,0,0,0,0,55877.92350473716
5773,Mexico,NA,0,0,0,0,0,0,0,0,49428.06848389352
5774,Mexico,NA,0,0,0,0,0,0,0,0,43748.43509082002
5775,Mexico,NA,0,0,0,0,0,0,0,0,39175.466707403815
5776,Mexico,NA,0,0,0,0,0,0,0,0,36131.825453331505
5777,Mexico,NA,0,0,0,0,0,0,0,0,35018.57263563478
5778,Mexico,NA,0,0,0,0,0,0,0,0,35451.7725274115
5779,Mexico,NA,0,0,0,0,0,0,0,0,37783.85626405222
5780,Mexico,NA,0,0,0,0,0,0,0,0,38269.060813772725
5781,Mexico,NA,0,0,0,0,0,0,0,0,32263.607078254183
5782,Mexico,NA,0,0,0,0,0,0,0,0,27701.257513545363
5783,Mexico,NA,0,0,0,0,0,0,0,0,25372.8002783183
5784,Mexico,NA,0,0,0,0,0,0,0,0,23092.446639606882
5785,Mexico,NA,0,0,0,0,0,0,0,0,15243.780618392317
5786,Mexico,NA,0,0,0,0,0,0,0,0,6595.904546333071
5787,Mexico,NA,0.8626777832270721,1,1,1,1,1,1,1,0
5788,Mexico,NA,0,1,0,0,0,0,1,1,2528.9348311316157
5789,Mexico,NA,0,1,0,0,0,0,0,1,9805.349664403077
5790,Mexico,NA,0,1,0,0,0,0,0,0,17929.351591276172
5791,Mexico,NA,0,1,0,0,0,0,1,0,21734.467722722773
5792,Mexico,NA,0,1,0,0,0,0,0,0,24061.578638363273
5793,Mexico,NA,0,1,0,0,0,0,1,1,22884.479590931274
5794,Mexico,NA,0,1,0,0,0,0,0,0,23931.150224730696
5795,Mexico,NA,0,1,0,0,0,0,0,0,27729.84280128076
5796,Mexico,NA,0,1,0,0,0,0,0,0,25893.89707526697
5797,Mexico,NA,0,1,0,0,0,0,0,0,25635.58678811167
5798,Mexico,NA,0,1,0,0,1,0,0,0,24599.35260541939
5799,Mexico,NA,0,1,0,1,1,0,0,0,25527.68635223796
5800,Mexico,NA,0,0,1,1,1,0,0,0,29098.683134802413
5801,Mexico,NA,0,0,0,0,1,0,0,0,39912.409558290106
5802,Mexico,NA,0,0,0,0,0,0,0,0,47116.55950543985
5803,Mexico,NA,0,0,0,0,0,0,0,0,54620.75933075654
5804,Mexico,NA,0,0,0,0,0,0,0,0,62332.95350574546
5805,Honduras,NA,0,1,0,0,0,0,0,0,39660.56846579123
5806,Honduras,NA,0,1,0,0,0,0,0,0,33036.49825304129
5807,Honduras,NA,0,1,0,0,0,0,1,1,27565.553551790832
5808,Honduras,NA,0,1,0,0,0,0,0,0,24048.06163519523
5809,Honduras,NA,0,1,0,0,0,0,0,0,23247.922987469403
5810,Honduras,NA,1,0,0,0,0,0,0,0,24679.110155470342
5811,Honduras,NA,1,0,0,0,0,0,0,0,28766.438845628418
5812,Honduras,NA,0,0,0,0,0,0,0,0,34582.61889523066
5813,Honduras,NA,0,0,0,0,1,0,0,0,40978.2411768177
5814,Honduras,NA,0,0,0,0,1,0,0,0,48073.840370829435
5815,Honduras,NA,0,0,0,0,0,0,0,0,55547.30236650517
5816,Honduras,NA,0,0,0,0,0,0,0,0,55943.387876678775
5817,Honduras,NA,0,0,0,0,0,0,0,0,56270.82970554961
5818,Mexico,NA,0,0,0,0,0,0,0,0,73992.65141953812
5819,Mexico,NA,0,0,0,0,0,0,0,0,69394.67418036897
5820,Mexico,NA,0,0,0,0,0,0,0,0,65622.62677694303
5821,Mexico,NA,0,0,0,0,0,0,0,0,62825.45253010279
5822,Mexico,NA,0,0,0,0,0,0,0,0,61137.10678563892
5823,Mexico,NA,0,0,0,0,0,0,0,0,60643.47994703657
5824,Mexico,NA,0,0,0,0,0,0,0,0,61010.32475706475
5825,Mexico,NA,0,0,0,0,0,0,0,0,62553.72145179433
5826,Mexico,NA,0,0,0,0,0,0,0,0,65220.21471886713
5827,Mexico,NA,0,0,0,0,0,0,0,0,68879.49439768982
5828,Mexico,NA,0,0,0,0,0,0,0,0,73383.19350496949
5829,Mexico,NA,0,0,0,0,0,0,0,0,75219.28391612557
5830,Mexico,NA,0,0,0,0,0,0,0,0,67850.8920760472
5831,Mexico,NA,0,0,0,0,0,0,0,0,60823.804339769245
5832,Mexico,NA,0,0,0,0,0,0,0,0,54270.865049394524
5833,Mexico,NA,0,0,0,0,0,0,0,0,48385.10527070073
5834,Mexico,NA,0,0,0,0,0,0,0,0,43438.57768049154
5835,Mexico,NA,0,0,0,0,0,0,0,0,39783.18300175678
5836,Mexico,NA,0,0,0,0,0,0,0,0,37795.41332752568
5837,Mexico,NA,0,0,0,0,0,0,0,0,37536.928676926174
5838,Mexico,NA,0,0,0,0,0,0,0,0,38791.914535684766
5839,Mexico,NA,0,0,0,0,0,0,0,0,41840.22289843892
5840,Mexico,NA,0,0,0,0,0,0,0,0,36963.72765679599
5841,Mexico,NA,0,0,0,0,0,0,0,0,31901.982515471387
5842,Mexico,NA,0,0,0,0,0,0,0,0,28620.898213528424
5843,Mexico,NA,0,0,0,0,0,0,0,0,25293.473994731
5844,Mexico,NA,0,0,0,0,0,0,0,0,18174.882444072064
5845,Mexico,NA,0,0,0,0,0,0,0,0,11318.935669193263
5846,Mexico,NA,0,0,0,0,0,0,0,0,3461.2347899000547
5847,Mexico,NA,0.5610859728506787,1,1,0,1,1,1,1,0
5848,Mexico,NA,0,1,0,0,0,0,1,1,4813.290647872558
5849,Mexico,NA,0,1,0,0,0,0,0,1,13171.35275145555
5850,Mexico,NA,0,1,0,0,0,0,0,0,18803.439305759133
5851,Mexico,NA,0,1,0,0,0,0,1,0,20692.267116290237
5852,Mexico,NA,0,1,0,0,0,0,0,0,20619.39096986187
5853,Mexico,NA,0,1,0,0,0,0,0,1,20558.585500258665
5854,Mexico,NA,0,1,0,0,0,0,0,0,23321.656640911126
5855,Mexico,NA,0,1,0,0,0,0,0,0,27659.04902987934
5856,Mexico,NA,0,1,0,0,0,0,0,0,25844.417158706176
5857,Mexico,NA,0,1,0,0,1,0,0,0,24678.606749506333
5858,Mexico,NA,0,1,0,0,1,0,0,0,24648.802651075526
5859,Mexico,NA,0,1,0,1,1,0,0,0,26615.359394724655
5860,Mexico,NA,0,0,1,1,1,0,0,0,30116.437273461717
5861,Mexico,NA,0,0,0,0,1,0,0,0,42201.612532127736
5862,Mexico,NA,0,0,0,0,0,0,0,0,44879.108272786514
5863,Mexico,NA,0,0,0,0,0,0,0,0,52116.255642952005
5864,Mexico,NA,0,0,0,0,0,0,0,0,59620.14150000224
5865,Honduras,NA,0,1,0,0,0,0,0,1,41951.48520406174
5866,Honduras,NA,0,1,0,0,0,0,0,0,34690.71689932517
5867,Honduras,NA,0,1,0,0,0,0,0,0,28229.335181377803
5868,Honduras,NA,0,1,0,0,0,0,1,1,23245.319756373476
5869,Honduras,NA,0,1,0,0,1,0,0,0,20827.731906511126
5870,Honduras,NA,0.876933498927402,1,1,0,1,0,0,0,21120.93985199928
5871,Honduras,NA,1,0,0,0,0,0,0,0,24280.51947601776
5872,Honduras,NA,0,0,0,0,0,0,0,0,29715.20068615883
5873,Honduras,NA,1,0,0,0,1,0,0,0,36038.08022467827
5874,Honduras,NA,0,0,0,0,1,0,0,0,43076.92078520567
5875,Honduras,NA,0,0,0,0,0,0,0,0,50547.30236650501
5876,Honduras,NA,0,0,0,0,0,0,0,0,53596.019340156774
5877,Honduras,NA,0,0,0,0,0,0,0,0,53471.43057318764
5878,Honduras,NA,0,0,0,0,0,0,0,0,54444.327392227686
5879,Mexico,NA,0,0,0,0,0,0,0,0,69654.09086757126
5880,Mexico,NA,0,0,0,0,0,0,0,0,66463.52921034281
5881,Mexico,NA,0,0,0,0,0,0,0,0,64289.26081081112
5882,Mexico,NA,0,0,0,0,0,0,0,0,63236.20320755312
5883,Mexico,NA,0,0,0,0,0,0,0,0,63187.20563883556
5884,Mexico,NA,0,0,0,0,0,0,0,0,64096.26585808682
5885,Mexico,NA,0,0,0,0,0,0,0,0,66136.52271972796
5886,Mexico,NA,0,0,0,0,0,0,0,0,69208.00515809876
5887,Mexico,NA,0,0,0,0,0,0,0,0,73180.98331171574
